"Episode","Title","Guest","Quote","Link","Time","MP3","Spotify","Overcast"
"170","Shay Carl — From Manual Laborer to 2.3 Billion YouTube Views (#170)","Shay Carl","You’re going to die.","https://tim.blog/2016/06/27/shay-carl/","2:47:19","https://rss.art19.com/episodes/f5dc6c63-97bb-4744-882d-2eb5390000df.mp3","","https://overcast.fm/+BmGXYOy-U/1:36:01"
"169","Useful Lessons from Workaholics Anonymous, Corporate Implosions, and More (#169)","Ryan Holiday","","https://tim.blog/2016/06/25/useful-lessons-from-workaholics-anonymous-corporate-implosions-and-more/","","https://rss.art19.com/episodes/c6bf91ba-560b-405c-b0bf-0c982a5fd495.mp3","","https://overcast.fm/+BmGXbt60Q/1:18:07"
"168","Dissecting the Success of Malcolm Gladwell (#168)","Malcolm Gladwell","–","https://tim.blog/2016/06/21/malcolm-gladwell/","1:35:18","https://rss.art19.com/episodes/9ad9500f-1dd0-44c5-9a39-4d64dee7d6a6.mp3","","https://overcast.fm/+BmGXkwInY/26:04"
"167","Jamie Foxx Part 2 – Bringing the Thunder (#167)","Jamie Foxx","","https://tim.blog/2016/06/18/jamie-foxx-part-2-bringing-the-thunder/","","https://rss.art19.com/episodes/15bc6c3e-d13a-4bdd-930f-b4e04eea0efd.mp3","","https://overcast.fm/+BmGW1T5a0/7:20"
"166","How Creatives Should Negotiate (#166)","Ramit Sethi","","https://tim.blog/2016/06/15/how-creatives-should-negotiate/","","https://rss.art19.com/episodes/a23e55b7-2029-4837-b38a-b2cdd57615ae.mp3","","https://overcast.fm/+BmGUNXmSg/43:50"
"165","The Canvas Strategy — What Ben Franklin and Bill Belichick Have in Common (#165)","Ryan Holiday","","https://tim.blog/2016/06/10/the-canvas-strategy/","","https://rss.art19.com/episodes/e2d9fe52-6004-438a-8eaf-0acf355aca34.mp3","",""
"164","Kevin Kelly – AI, Virtual Reality, and The Inevitable (#164)","Kevin Kelly","","https://tim.blog/2016/06/05/kevin-kelly-ai-virtual-reality-and-the-inevitable/","","https://rss.art19.com/episodes/53315f83-a0ff-43f3-8ee3-5f9aaf492537.mp3","","https://overcast.fm/+BmGWugZNY/1:25:24"
"163","Marc Andreessen — Lessons, Predictions, and Recommendations from an Icon (#163)","Marc Andreessen","Raise prices.","https://tim.blog/2016/05/29/marc-andreessen/","1:03:50","https://rss.art19.com/episodes/e68a7e8c-0347-46b6-8df4-8b3ef36ca9f0.mp3","","https://overcast.fm/+BmGUMlGGk/25:11"
"162","How to Be Tim Ferriss – Featuring Freakonomics (#162)","","","https://tim.blog/2016/05/27/how-to-be-tim-ferriss-featuring-freakonomics/","","https://rss.art19.com/episodes/0f0c1468-416d-4d7a-9602-693c7963648e.mp3","",""
"161","Lessons from War, Tribal Societies, and a Non-Fiction Life (Sebastian Junger) (#161)","Sebastian Junger","Read.","https://tim.blog/2016/05/22/sebastian-junger/","2:16:22","https://rss.art19.com/episodes/64ca168e-d686-49f0-a364-6f77e6dced9f.mp3","","https://overcast.fm/+BmGXptv5Q/1:12:02"
"160","Assessing Risk and Living Without a Rope – Lessons from Alex Honnold (#160)","Alex Honnold","–","https://tim.blog/2016/05/17/alex-honnold/","1:43:28","https://rss.art19.com/episodes/0fbc3bb0-8605-4a80-88a1-587f4d52e545.mp3","","https://overcast.fm/+BmGXMYPGA/29:01"
"159","How to Optimize Creative Output — Jarvis versus Ferriss (#159)","Chase Jarvis","You are the average of the five people you associate with most.","https://tim.blog/2016/05/13/how-to-optimize-creative-output-jarvis-versus-ferriss/","1:28:58","https://rss.art19.com/episodes/9be2800f-7bc8-44c7-ae83-291c724c4a2c.mp3","","https://overcast.fm/+BmGUz2Aj4/1:11:02"
"158","The Secrets of Gymnastic Strength Training (#158)","Chris Sommer","–","https://tim.blog/2016/05/09/the-secrets-of-gymnastic-strength-training/","2:56:41","https://rss.art19.com/episodes/b3f6e618-7ed4-4d3c-a200-234f186cf257.mp3","","https://overcast.fm/+BmGWZfnss/1:14:52"
"157","The Importance of Being Dirty: Lessons from Mike Rowe (#157)","Mike Rowe","–","https://tim.blog/2016/05/04/mike-rowe/","1:50:55","https://rss.art19.com/episodes/e4b50132-dd51-40dd-a650-11656f44927e.mp3","","https://overcast.fm/+BmGU4SZtg/21:00"
"156","Joshua Skenes — Playing with Fire (#156)","Joshua Skenes","","https://tim.blog/2016/04/30/joshua-skenes-playing-with-fire/","","https://rss.art19.com/episodes/9d2ec9f7-6ec2-4756-9492-e22294dd3359.mp3","","https://overcast.fm/+BmGUalqp4/39:01"
"155","On Zero-to-Hero Transformations (#155)","","","https://tim.blog/2016/04/27/on-zero-to-hero-transformations/","","https://rss.art19.com/episodes/1cf5aee3-3692-4322-a527-9d856348021c.mp3","","https://overcast.fm/+BmGWKDup4/51:14"
"154","The Habits of a Master — Paulo Coelho, Author of The Alchemist (#154)","Paulo Coelho","","https://tim.blog/2016/04/23/paulo-coelho-the-alchemist/","","https://rss.art19.com/episodes/300dad9f-3211-4701-8186-6d0242725587.mp3","","https://overcast.fm/+BmGUbrcM8/31:46"
"153","The Man Who Studied 1,000 Deaths to Learn How to Live (#153)","Bj Miller","Don’t believe everything you think.","https://tim.blog/2016/04/14/bj-miller/","1:40:06","https://rss.art19.com/episodes/f7d86932-adc5-435b-984d-d37cd0b1e93a.mp3","","https://overcast.fm/+BmGV1XDzU/20:34"
"152","On Philosophy and Riches (#152)","","","https://tim.blog/2016/04/10/on-philosophy-and-riches/","","https://rss.art19.com/episodes/97d399e0-c5ab-4aac-91f1-daede6866310.mp3","","https://overcast.fm/+BmGU_B-cA/11:53"
"151","How to Overcome Fear – Lessons from Firefighter and Luger, Caroline Paul (#151)","Caroline Paul","Nobody owes you anything at all.","https://tim.blog/2016/04/05/caroline-paul/","1:32:30","https://rss.art19.com/episodes/48ca56cd-abcc-4f67-a521-f55b82123561.mp3","","https://overcast.fm/+BmGUnWato/50:40"
"150","Morgan Spurlock: Inside the Mind of a Human Guinea Pig (#150)","Morgan Spurlock","–","https://tim.blog/2016/03/29/morgan-spurlock-inside-the-mind-of-a-human-guinea-pig/","1:07:20","https://rss.art19.com/episodes/6da393a4-d360-4f84-ae79-6a319aa288d7.mp3","","https://overcast.fm/+BmGWMDO8U/36:47"
"149","How to Live in the Moment (#149)","","","https://tim.blog/2016/03/27/how-to-live-in-the-moment/","","https://rss.art19.com/episodes/8c649830-9d1d-41ee-816f-c11b5173fd86.mp3","","https://overcast.fm/+BmGX2g4wI/8:28"
"148","Josh Waitzkin, The Prodigy Returns (#148)","Josh Waitzkin","","https://tim.blog/2016/03/23/josh-waitzkin-the-prodigy-returns/","","https://rss.art19.com/episodes/f4ed4dad-2631-4a72-888c-7daac8cfe7fa.mp3","","https://overcast.fm/+BmGUJyr8Q/1:24:41"
"147","How to Avoid the Busy Trap (and Other Misuses of Your Time) (#147)","","","https://tim.blog/2016/03/21/avoid-the-busy-trap/","","https://rss.art19.com/episodes/b6b42885-b8c0-4f0c-8b7d-d17670d63ab0.mp3","",""
"146","The Random Show, Ice Cold Edition (#146)","Kevin Rose","","https://tim.blog/2016/03/16/the-random-show-ice-cold-edition/","","https://rss.art19.com/episodes/5b16c93f-7ce3-4b04-a24f-8d57e08e306d.mp3","","https://overcast.fm/+BmGUh7OTw/19:58"
"145","The Interview Master: Cal Fussman and the Power of Listening (#145)","Cal Fussman","Listen.","https://tim.blog/2016/03/11/the-interview-master-cal-fussman-and-the-power-of-listening/","2:48:27","https://rss.art19.com/episodes/e3d30b76-44a6-4078-b3b5-b4d37d37711d.mp3","","https://overcast.fm/+BmGXIKQ9s/30:20"
"144","How to 10X Your Results, One Tiny Tweak at a Time (#144)","Joel Stein","","https://tim.blog/2016/03/04/how-to-10x-your-results/","","https://rss.art19.com/episodes/be6dd519-cc9a-4682-8332-d433907da14b.mp3","","https://overcast.fm/+BmGWz74LE/25:41"
"143","The World’s Most Famous Performance-Enhancement Chemist (#143)","Patrick Arnold","","https://tim.blog/2016/03/02/patrick-arnold/","","https://rss.art19.com/episodes/0e423c46-d431-4ed3-9b29-b922b7dd6e20.mp3","","https://overcast.fm/+BmGVWx6s0/58:32"
"142","How to Achieve Self-Ownership (#142)","","","https://tim.blog/2016/02/28/how-to-achieve-self-ownership/","","https://rss.art19.com/episodes/47bcb7e9-5963-4b65-bfd4-2af6770daec7.mp3","","https://overcast.fm/+BmGVCRUqI/10:26"
"141","Kaskade and Sekou Andrews: The Musician and the Poet (#141)","Kaskade","Remember who you are.","https://tim.blog/2016/02/24/kaskade-and-sekou-andrews/","30:42","https://rss.art19.com/episodes/0d51013a-6bca-4fad-b3cb-5dfd56475425.mp3","","https://overcast.fm/+BmGXTj-aQ/23:49"
"140","Shaun White and the Magic of “Who Cares?” (#140)","Shaun White","–","https://tim.blog/2016/02/18/shaun-white-the-most-unholy-snowboarder-ever/","01:17:41","https://rss.art19.com/episodes/517d88b4-0dc5-4748-9c90-cc8cb918d33f.mp3","","https://overcast.fm/+BmGUn6yQU/33:07"
"139","Meet “Scorpion,” The Real-Life Santa Claus","Walter Obrien","–","https://tim.blog/2016/02/16/scorpion/","1:45:00","https://rss.art19.com/episodes/3c93c4f5-d614-479d-bf91-79d6e4fddaa6.mp3","",""
"138","How Seth Godin Manages His Life — Rules, Principles, and Obsessions (#138)","Seth Godin","–","https://tim.blog/2016/02/10/seth-godin/","1:53:01","https://rss.art19.com/episodes/bac1830f-7645-4621-9534-283da586288d.mp3","","https://overcast.fm/+BmGUdcEGE/28:07"
"137","How to Practice Poverty and Reduce Fear (#137)","","","https://tim.blog/2016/02/02/how-to-practice-poverty-and-reduce-fear/","","https://rss.art19.com/episodes/5227ab6d-70fe-4e3e-99d6-30b2b8bb0fa0.mp3","","https://overcast.fm/+BmGW7J5qs/10:15"
"136","Naval Ravikant on Happiness Hacks and the 5 Chimps Theory (#136)","Naval Ravikant","","https://tim.blog/2016/01/30/naval-ravikant-on-happiness-hacks/","","https://rss.art19.com/episodes/ce6cf515-20f7-4e57-8a2e-596e3f4f1d0c.mp3","",""
"135","Luis von Ahn on Learning Languages, Building Companies, and Changing the World (#135)","Luis Von Ahn","–","https://tim.blog/2016/01/26/luis-von-ahn-duolingo/","1:54:23","https://rss.art19.com/episodes/5d9f23aa-acd7-4c1b-a960-dd258015305d.mp3","",""
"134","The Tao of Seneca: Letters from a Stoic Master + On Groundless Fears (Letter 13) (#134)","","","https://tim.blog/2016/01/22/the-tao-of-seneca/","","https://rss.art19.com/episodes/b1e339a3-bf9e-49e9-908d-e02389765aad.mp3","",""
"133","Edward Norton on Mastery, Must-Read Books, and The Future of Crowdfunding (#133)","Edward Norton","–","https://tim.blog/2016/01/18/edward-norton-on-mastery-must-read-books-and-the-future-of-crowdfunding/","1:17:29","https://rss.art19.com/episodes/de62c4c9-adb7-4cf8-8512-6aa38e3fab7a.mp3","",""
"132","Chris Sacca on Shark Tank, Building Your Business, and Startup Mistakes (#132)","Chris Sacca","","https://tim.blog/2016/01/15/chris-sacca-on-shark-tank-building-your-business-and-startup-mistakes/","","https://rss.art19.com/episodes/419dc6bf-6590-4e83-baa2-cf0f026df329.mp3","",""
"131","Eric Weinstein on Challenging “Reality,” Working with Peter Thiel, and Destroying Education to Save It (#131)","Eric Weinstein","–","https://tim.blog/2016/01/13/eric-weinstein/","1:25:18","https://rss.art19.com/episodes/8d7b3df5-7909-4aee-8a88-ec8fa388e1dd.mp3","",""
"130","Daymond John and How to Turn Weaknesses into Strengths (#130)","Daymond John","","https://tim.blog/2016/01/06/daymond-john-and-how-to-turn-weaknesses-into-strengths/","","https://rss.art19.com/episodes/13c58cef-35ed-42ac-b3c6-6417a8de35f1.mp3","",""
"129","Recommendations and Resolutions for 2016 (#129)","","","https://tim.blog/2016/01/03/new-years-resolutions/","","","",""
"128","Derek Sivers Reloaded – On Success Habits and Billionaires with Perfect Abs (#128)","Derek Sivers","","https://tim.blog/2015/12/28/derek-sivers-reloaded-on-success-habits-and-billionaires-with-perfect-abs/","","https://rss.art19.com/episodes/c51bc951-0279-41ae-979a-f8b1c9f889be.mp3","",""
"127","Amelia Boone on Beating 99% of Men and Suffering for High Performance (#127)","Amelia Boone","No one owes you anything.","https://tim.blog/2015/12/22/amelia-boone/","1:20:59","https://rss.art19.com/episodes/0b00afcc-7043-4ca8-aa2d-e7da55de34b8.mp3","",""
"126","25 Great Things I Learned from Podcast Guests in 2015 (#126)","","","https://tim.blog/2015/12/19/25-great-things-i-learned-from-podcast-guests-in-2015/","","https://rss.art19.com/episodes/739f0f4a-6375-4c03-8e81-8690cb913d1b.mp3","",""
"125","Derek Sivers on Developing Confidence, Finding Happiness, and Saying “No” to Millions (#125)","Derek Sivers","It won’t make you happy.","https://tim.blog/2015/12/14/derek-sivers-on-developing-confidence-finding-happiness-and-saying-no-to-millions/","1:52:46","https://rss.art19.com/episodes/69982d64-bb05-49de-b04f-8a2b12ab290a.mp3","",""
"124","Jamie Foxx on Workout Routines, Success Habits, and Untold Hollywood Stories (#124)","Jamie Foxx","","https://tim.blog/2015/12/06/jamie-foxx/","","https://rss.art19.com/episodes/75397d31-819f-46e2-a120-43698791473f.mp3","",""
"123","Rainn Wilson on Meditation, The Sexy Nostril Exercise, and Acting as Therapy (#123)","Rainn Wilson","Don’t be an asshole.","https://tim.blog/2015/11/30/rainn-wilson/","1:06:05","https://rss.art19.com/episodes/9cd8bfe9-56b7-498f-bc90-b1850fa6f560.mp3","",""
"122","The Magic of Mindfulness: Complain Less, Appreciate More, and Live a Better Life (#122)","","","https://tim.blog/2015/11/29/magic-of-mindfulness/","","https://rss.art19.com/episodes/97488ccb-10b9-43d5-aab7-106e14021fac.mp3","",""
"121","B.J. Novak of The Office on Creative Process, Handling Rejection, and Good Comedy (#121)","Bj Novak","","https://tim.blog/2015/11/25/bj-novak/","","https://rss.art19.com/episodes/ab2454ef-17f9-48c3-9c8b-14833219d9d8.mp3","",""
"120","Will MacAskill on Effective Altruism, Y Combinator, and Artificial Intelligence (#120)","Will Macaskill","–","https://tim.blog/2015/11/22/will-macaskill/","2:03:20","https://rss.art19.com/episodes/720d0e81-1189-47a3-9b2b-cc5503a86590.mp3","",""
"119","Kevin Costner on Building His Career, Positive Self-Talk, and Making Dances with Wolves Happen (#119)","Kevin Costner","–","https://tim.blog/2015/11/16/kevin-costner-the-near-death-audition-work-ethic-and-the-explorers-guild/","1:50:45","https://rss.art19.com/episodes/13fe0ffb-0b3a-4304-9056-e3259904b347.mp3","",""
"118","How Philosophy Can Change Your Life, Alain de Botton (#118)","Alain De Botton","Life is only 400,000 hours long. Be kind.","https://tim.blog/2015/11/10/alain-de-botton/","1:47:18","https://rss.art19.com/episodes/110d0dcc-3002-4096-a397-d33df87b39e4.mp3","",""
"117","Dom D’Agostino on Fasting, Ketosis, and the End of Cancer (#117)","Dom Dagostino","","https://tim.blog/2015/11/03/dominic-dagostino/","","https://rss.art19.com/episodes/5ea15014-1fb0-44ad-a0cd-25cc8039970e.mp3","",""
"116","How Renegade Filmmaker Casey Neistat Breaks Rules, Reinvents Himself, and Gets Thanked For It (#116)","Casey Neistat","Be nice.","https://tim.blog/2015/10/27/casey-neistat/","1:23:55","https://rss.art19.com/episodes/84df7eae-4d2d-4ebc-9ce2-21da47c64327.mp3","",""
"115","Thinking About Extra Dimensions with Physicist Lisa Randall (#115)","Lisa Randall","Be curious and try to find solutions to problems. ","https://tim.blog/2015/10/24/lisa-randall/","1:27:38","https://rss.art19.com/episodes/f0a238b0-54ee-4012-a44c-a66ffae5c6e6.mp3","",""
"114","The Athlete (And Artist) Who Cheats Death, Jimmy Chin (#114)","Jimmy Chin","Chill, then get after it.","https://tim.blog/2015/10/20/the-athlete-and-artist-who-cheats-death-jimmy-chin/","01:20:07","https://rss.art19.com/episodes/642dc8d9-36b8-4f76-84c1-c698901455db.mp3","",""
"113","5 Tools I Use For Faster And Better Sleep (#113)","","","https://tim.blog/2015/10/17/5-tools-i-use-for-faster-and-better-sleep/","","https://rss.art19.com/episodes/c196e76e-06ce-4755-919f-9ac001afdcbd.mp3","",""
"112","The Nasty Icon of Retail, Sophia Amoruso (#112)","Sophia Amoruso","–","https://tim.blog/2015/10/13/the-nasty-icon-of-retail-sophia-amoruso/","1:24:26","https://rss.art19.com/episodes/1bcdff98-7c67-4d82-93c1-a9182eac7f99.mp3","",""
"111","Should You Start a ‘Startup’ or Build a Cash-Flow Business? (#111)","","","https://tim.blog/2015/10/09/should-you-start-a-startup-or-build-a-cash-flow-business/","","https://rss.art19.com/episodes/0cf92dfe-a8d7-4ab7-9a71-f91a37d10029.mp3","",""
"110","The Tattooed Heretic of Wine and Whiskey, Richard Betts (#110)","Richard Betts","Love yourself.","https://tim.blog/2015/10/05/richard-betts/","2:30:39","https://rss.art19.com/episodes/811ed914-ece1-4cf8-9c70-315cccc4fc09.mp3","",""
"109","The 5 Things I Did To Become a Better Investor (#109)","","","https://tim.blog/2015/10/02/the-5-things-i-did-to-become-a-better-investor/","","","",""
"108","Comedy’s Dynamic Duo, Seth Rogen and Evan Goldberg (#108)","Evan Goldberg","","https://tim.blog/2015/09/29/seth-rogen-and-evan-goldberg/","","https://rss.art19.com/episodes/b441ea28-6014-46b4-b71e-2db50e765ea0.mp3","",""
"107","The Scariest Navy SEAL Imaginable…And What He Taught Me (#107)","Jocko Willink","Discipline equals freedom.","https://tim.blog/2015/09/25/jocko-willink/","1:55:59","https://rss.art19.com/episodes/d1cd9b36-63ff-4e7a-802d-8dee7c0a1bff.mp3","",""
"106","Scott Adams: The Man Behind Dilbert (#106)","Scott Adams","","https://tim.blog/2015/09/22/scott-adams-the-man-behind-dilbert/","","https://rss.art19.com/episodes/bd7fcc81-db2e-4f85-8e68-7229fda9c1e8.mp3","",""
"105","5 Morning Rituals That Help Me Win The Day (#105)","","","https://tim.blog/2015/09/18/5-morning-rituals/","","https://rss.art19.com/episodes/a63095e6-447a-4da9-883e-a96f2e8a665a.mp3","",""
"104","Are Psychedelic Drugs the Next Medical Breakthrough? (#104)","Dan Engle","Be curious.","https://tim.blog/2015/09/14/are-psychedelic-drugs-the-next-medical-breakthrough/","1:31:01","https://rss.art19.com/episodes/136097a7-9840-4680-bf5f-fb944820e1db.mp3","",""
"103","Drunk Dialing Fans — Celebrating The 100th Podcast Episode! (#103)","","","https://tim.blog/2015/09/11/drunk-dialing/","","https://rss.art19.com/episodes/2ffed8c4-306b-4247-9a19-3ca7699cc3ff.mp3","",""
"102","“The Iceman,” Wim Hof (#102)","Wim Hof","","https://tim.blog/2015/09/07/the-iceman-wim-hof/","","https://rss.art19.com/episodes/2b77c332-880f-42fa-bcfb-16668109e0c3.mp3","",""
"101","The Oracle of Silicon Valley, Reid Hoffman (Plus: Michael McCullough) (#101)","Michael Mccullough","Pick something you’re afraid of every day, and go after it","https://tim.blog/2015/08/31/the-oracle-of-silicon-valley-reid-hoffman-plus-michael-mccullough/","1:19:53","https://rss.art19.com/episodes/3bbd6454-7adb-4817-960f-3e40d1e32bd7.mp3","",""
"100","Brené Brown on Vulnerability and Home Run TED Talks (#100)","Brene Brown","Shut up and listen","https://tim.blog/2015/08/28/brene-brown-on-vulnerability-and-home-run-ted-talks/","1:16:46","https://rss.art19.com/episodes/179764dd-aa5b-4a50-af08-89b23bcc8435.mp3","",""
"99","How to Build a World-Class Network in Record Time (#99)","","","https://tim.blog/2015/08/26/how-to-build-a-world-class-network-in-record-time/","","https://rss.art19.com/episodes/80921f45-c154-4dac-a6ae-74d4ce87c089.mp3","",""
"98","The “Wizard” of Hollywood, Robert Rodriguez (#98)","Robert Rodriguez","","https://tim.blog/2015/08/23/the-wizard-of-hollywood-robert-rodriguez/","","https://rss.art19.com/episodes/a1a49bef-971a-4c1c-b9af-216fd217e7c7.mp3","",""
"97","The Person I Call Most for Startup Advice (#97)","Naval Ravikant","Desire is a contract you make with yourself to be unhappy until you get what you want.","https://tim.blog/2015/08/18/the-evolutionary-angel-naval-ravikant/","2:04:19","https://rss.art19.com/episodes/68f95546-fd20-47f4-8dd1-37e652f4d70c.mp3","",""
"96","Kevin Kelly on Artificial Intelligence and Designer Babies (#96)","Kevin Kelly","","https://tim.blog/2015/08/07/kevin-kelly-on-artificial-intelligence-and-designer-babies/","","https://rss.art19.com/episodes/8c65fb0e-88ff-4314-83e1-990c3ec0e655.mp3","",""
"95","What Evernote’s Phil Libin Learned from Jeff Bezos, Reid Hoffman, and Others (#95)","Phil Libin","–","https://tim.blog/2015/08/04/phil-libin/","1:44:00","https://rss.art19.com/episodes/286203e6-7e96-4093-8ece-2864bc40a090.mp3","",""
"94","Tara Brach on Meditation and Overcoming FOMO (Fear Of Missing Out) (#94)","Tara Brach","Realize and live from the loving awareness that's really who you are.","https://tim.blog/2015/07/31/tara-brach/","1:51:22","https://rss.art19.com/episodes/ee616556-30f3-43cd-ba1e-38b651f8021b.mp3","",""
"93","Jane McGonigal on Getting More Done with Less Stress and The Health Benefits of Gaming (#93)","Jane Mcgonigal","–","https://tim.blog/2015/07/28/jane-mcgonigal/","1:29:30","https://rss.art19.com/episodes/bbd5e255-806d-4d39-8364-91b5c868c555.mp3","",""
"92","Maria Popova on Being Interesting, Creating More Time in a Day, And How to Start A Successful Blog (#92)","Maria Popova","","https://tim.blog/2015/07/24/maria-popova-starting-a-successful-blog/","","https://rss.art19.com/episodes/7e1c19ba-f75a-4698-be43-722415780bf4.mp3","",""
"91","Charles Poliquin on Strength Training, Shredding Body Fat, and Increasing Testosterone and Sex Drive (#91)","Charles Poliquin","Know yourself.","https://tim.blog/2015/07/21/charles-poliquin/","2:36:50","https://rss.art19.com/episodes/97582339-41b3-41c2-bdf2-9545fa765171.mp3","",""
"90","Peter Diamandis on Disrupting the Education System, The Evolution of Healthcare, and Building a Billion-Dollar Business (#90)","Peter Diamandis","","https://tim.blog/2015/07/17/peter-diamandis-on-the-education-system/","","https://rss.art19.com/episodes/779f403d-c729-4a72-b94a-0ee6849d0049.mp3","",""
"89","Laird Hamilton, The King of Big Wave Surfing (Plus: Gabrielle Reece and Brian MacKenzie) (#89)","Brian Mckenzie","","https://tim.blog/2015/07/15/laird-hamilton-the-king-of-big-wave-surfing-plus-gabrielle-reece-and-brian-mackenzie/","","https://rss.art19.com/episodes/dc04d1d6-07cb-4a9d-a1ac-2cdaad23c6fe.mp3","",""
"88","General Stan McChrystal on Anti-War Americans, Pushing Your Limits, and The Three Military Tests You Should Take (#88)","Stan Mcchrystal","The purpose of life is a life of purpose.","https://tim.blog/2015/07/10/general-stanley-mcchrystal-on-anti-war-americans-pushing-your-limits-and-the-three-military-tests-you-should-take/","13:40","https://rss.art19.com/episodes/a45f40b7-3e0a-4403-8976-b5d26379de86.mp3","",""
"87","Sam Harris on Daily Routines, The Trolley Scenario, and 5 Books Everyone Should Read (#87)","Sam Harris","","https://tim.blog/2015/07/08/sam-harris-on-daily-routines-the-trolley-scenario-and-5-books-everyone-should-read/","","https://rss.art19.com/episodes/cd93b1d7-0c7c-4c9d-b3c7-40d78748991c.mp3","",""
"86","General Stan McChrystal on Eating One Meal Per Day, Special Ops, and Mental Toughness (#86)","Stan Mcchrystal","","https://tim.blog/2015/07/05/stanley-mcchrystal/","","https://rss.art19.com/episodes/bb75d2ca-0524-4122-9536-d28269a49f96.mp3","",""
"84","Whitney Cummings on Turning Pain Into Creativity (#84)","Whitney Cummings","–","https://tim.blog/2015/06/26/whitney-cummings/","2:20:48","https://rss.art19.com/episodes/166c9135-8f0d-47fd-b301-75fe4ae65bba.mp3","",""
"83","The Maverick of Brain Optimization (#83)","Adam Gazzaley","","https://tim.blog/2015/06/22/adam-gazzaley/","","https://rss.art19.com/episodes/cdd73efd-19b9-425c-b058-3b3fe3056743.mp3","",""
"82","Sam Kass on Reinventing Yourself and Baptism by Fire (#82)","Sam Kass","","https://tim.blog/2015/06/18/sam-kass/","","https://rss.art19.com/episodes/eb7f4641-0dd5-4ec1-98d6-21fb73f3bbf3.mp3","",""
"81","The Rags to Riches Philosopher: Bryan Johnson’s Path to $800 Million (#81)","Bryan Johnson","Do an anonymous and random act of kindness today.","https://tim.blog/2015/06/12/bryan-johnson/","1:32:00","https://rss.art19.com/episodes/985659ec-7f7e-4373-b2bb-3d64dc1a7c74.mp3","",""
"79","Chris Sacca on Being Different and Making Billions (#79)","Chris Sacca","","https://tim.blog/2015/05/30/chris-sacca/","","https://rss.art19.com/episodes/8a26b2f5-7db0-403c-ad49-b15b5c312adc.mp3","",""
"78","How to Build a Large Audience From Scratch (And More) (#78)","","","https://tim.blog/2015/05/28/how-to-build-a-large-audience-from-scratch-and-more/","","https://rss.art19.com/episodes/f02f71ef-d5ed-4a04-bed8-17886b8b9774.mp3","",""
"77","Is It Time to Kill Sacred Cows In Your Relationship? (#77)","Astro Teller","","https://tim.blog/2015/05/20/google-x/","","https://rss.art19.com/episodes/f946d071-d0ce-4a79-ac60-b86d950391b6.mp3","",""
"76","Rick Rubin on Cultivating World-Class Artists (Jay Z, Johnny Cash, etc.), Losing 100+ Pounds, and Breaking Down The Complex (#76)","Rick Rubin","","https://tim.blog/2015/05/15/rick-rubin/","","https://rss.art19.com/episodes/2e05193c-6c41-47d4-9ed9-9a074a6b455c.mp3","",""
"30","How Facebook’s #30 Employee Quickly Built 4 Businesses and Gained 40 Pounds with Weight Training (#75)","Noah Kagan","","https://tim.blog/2015/05/07/noah-kagan/","","https://rss.art19.com/episodes/b62952b9-a67e-4d3b-a975-60f9ab9d5d2b.mp3","",""
"74","How One Computer Hacker Conquered Online Dating, Opens Locked Cars, and More (#74)","Samy Kamkar","","https://tim.blog/2015/05/02/samy-kamkar/","","https://rss.art19.com/episodes/e6c1ea37-f90c-4fcf-a145-9f465b4641c1.mp3","",""
"72","Triple H on Pre-Fight Rituals, Injury Avoidance, and Floyd Mayweather, Jr. (#72)","Paul Levesque","","https://tim.blog/2015/04/20/triple-h/","","https://rss.art19.com/episodes/690e2309-55de-4f9b-b4d8-07b27e728e86.mp3","",""
"71","Hit Filmmaker Jon Favreau’s Techniques and Routines (#71)","Jon Favreau","","https://tim.blog/2015/04/14/jon-favreau/","","https://rss.art19.com/episodes/21711fd5-f418-46e5-b7d6-bd9bf912ab72.mp3","",""
"","How to Earn Your Freedom…And A Motorcycle Ride Across China?","Rolf Potts","","https://tim.blog/2015/04/10/how-to-earn-your-freedom/","","","",""
"69","Inside the Mind of Glenn Beck, You Find…Walt Disney and Orson Welles? (#69)","Glenn Beck","","https://tim.blog/2015/04/06/glenn-beck/","","https://rss.art19.com/episodes/3d9a09d7-ef78-4031-8144-74d2d0e6ad51.mp3","",""
"67","Amanda Palmer on How to Fight, Meditate, and Make Good Art (#67)","Amanda Palmer","","https://tim.blog/2015/03/30/amanda-palmer/","","https://rss.art19.com/episodes/c3781b01-dd1b-4614-a868-fe781cd56777.mp3","",""
"66","The Psychedelic Explorer’s Guide – Risks, Micro-Dosing, Ibogaine, and More (#66)","James Fadiman","","https://tim.blog/2015/03/21/james-fadiman/","","https://rss.art19.com/episodes/ae1b609a-106c-486e-a62b-2f4b410b33da.mp3","",""
"63","Optimizing Investing, Blood, Hormones, and Life (Podcast Double-Header: #63 and #65)","Mark Hart","","https://tim.blog/2015/03/18/mark-hart-raoul-pal-peter-attia/","","https://rss.art19.com/episodes/4bf1151c-1436-4e81-9678-6e8f6070c6ce.mp3","",""
"64","The Good, The Bad, and The Ugly of CrossFit (#64)","Kelly Starrett","","https://tim.blog/2015/03/04/the-good-the-bad-and-the-ugly-of-crossfit/","","","",""
"62","Productivity Secrets of a Master DJ (Meditation, Morning Routines, and More) (#62)","Justin Boreta","","https://tim.blog/2015/02/23/glitch-mob/","","https://rss.art19.com/episodes/39735218-6371-4a87-9f2f-a18e13572290.mp3","",""
